"key_ID","year","member_state_ID","member_state","member_state_code","decision_type_ID","decision_type","count_decisions"
6660,2008,12,"Spain","ES",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
6661,2008,13,"Austria","AT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",29
6662,2008,13,"Austria","AT",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
6663,2008,13,"Austria","AT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",19
6664,2008,13,"Austria","AT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
6665,2008,13,"Austria","AT",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
6666,2008,13,"Austria","AT",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
6667,2008,13,"Austria","AT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
6668,2008,13,"Austria","AT",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
6669,2008,13,"Austria","AT",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",1
6670,2008,13,"Austria","AT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
6671,2008,13,"Austria","AT",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
6672,2008,13,"Austria","AT",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
6673,2008,13,"Austria","AT",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
6674,2008,13,"Austria","AT",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
6675,2008,13,"Austria","AT",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
6676,2008,13,"Austria","AT",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
6677,2008,13,"Austria","AT",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
6678,2008,13,"Austria","AT",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
6679,2008,13,"Austria","AT",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
6680,2008,13,"Austria","AT",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
6681,2008,14,"Finland","FI",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",11
6682,2008,14,"Finland","FI",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
6683,2008,14,"Finland","FI",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",8
6684,2008,14,"Finland","FI",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
6685,2008,14,"Finland","FI",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
6686,2008,14,"Finland","FI",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
6687,2008,14,"Finland","FI",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
6688,2008,14,"Finland","FI",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
6689,2008,14,"Finland","FI",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
6690,2008,14,"Finland","FI",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
6691,2008,14,"Finland","FI",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
6692,2008,14,"Finland","FI",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
6693,2008,14,"Finland","FI",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
6694,2008,14,"Finland","FI",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
6695,2008,14,"Finland","FI",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
6696,2008,14,"Finland","FI",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
6697,2008,14,"Finland","FI",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
6698,2008,14,"Finland","FI",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
6699,2008,14,"Finland","FI",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
6700,2008,14,"Finland","FI",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
6701,2008,15,"Sweden","SE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",4
6702,2008,15,"Sweden","SE",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
6703,2008,15,"Sweden","SE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
6704,2008,15,"Sweden","SE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
6705,2008,15,"Sweden","SE",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
6706,2008,15,"Sweden","SE",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
6707,2008,15,"Sweden","SE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
6708,2008,15,"Sweden","SE",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
6709,2008,15,"Sweden","SE",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
6710,2008,15,"Sweden","SE",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
6711,2008,15,"Sweden","SE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
6712,2008,15,"Sweden","SE",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
6713,2008,15,"Sweden","SE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
6714,2008,15,"Sweden","SE",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
6715,2008,15,"Sweden","SE",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
6716,2008,15,"Sweden","SE",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
6717,2008,15,"Sweden","SE",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
6718,2008,15,"Sweden","SE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
6719,2008,15,"Sweden","SE",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
6720,2008,15,"Sweden","SE",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
6721,2008,16,"Cyprus","CY",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",21
6722,2008,16,"Cyprus","CY",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
6723,2008,16,"Cyprus","CY",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",4
6724,2008,16,"Cyprus","CY",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
6725,2008,16,"Cyprus","CY",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
6726,2008,16,"Cyprus","CY",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
6727,2008,16,"Cyprus","CY",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
6728,2008,16,"Cyprus","CY",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
6729,2008,16,"Cyprus","CY",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
6730,2008,16,"Cyprus","CY",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
6731,2008,16,"Cyprus","CY",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
6732,2008,16,"Cyprus","CY",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
6733,2008,16,"Cyprus","CY",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
6734,2008,16,"Cyprus","CY",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
6735,2008,16,"Cyprus","CY",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
6736,2008,16,"Cyprus","CY",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
6737,2008,16,"Cyprus","CY",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
6738,2008,16,"Cyprus","CY",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
6739,2008,16,"Cyprus","CY",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
6740,2008,16,"Cyprus","CY",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
6741,2008,17,"Czech Republic","CZ",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",60
6742,2008,17,"Czech Republic","CZ",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
6743,2008,17,"Czech Republic","CZ",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",18
6744,2008,17,"Czech Republic","CZ",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
6745,2008,17,"Czech Republic","CZ",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
6746,2008,17,"Czech Republic","CZ",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
6747,2008,17,"Czech Republic","CZ",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
6748,2008,17,"Czech Republic","CZ",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
6749,2008,17,"Czech Republic","CZ",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
6750,2008,17,"Czech Republic","CZ",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
6751,2008,17,"Czech Republic","CZ",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
6752,2008,17,"Czech Republic","CZ",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
6753,2008,17,"Czech Republic","CZ",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
6754,2008,17,"Czech Republic","CZ",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
6755,2008,17,"Czech Republic","CZ",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
6756,2008,17,"Czech Republic","CZ",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
6757,2008,17,"Czech Republic","CZ",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
6758,2008,17,"Czech Republic","CZ",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
6759,2008,17,"Czech Republic","CZ",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
6760,2008,17,"Czech Republic","CZ",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
6761,2008,18,"Estonia","EE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",18
6762,2008,18,"Estonia","EE",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
6763,2008,18,"Estonia","EE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
6764,2008,18,"Estonia","EE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
6765,2008,18,"Estonia","EE",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
6766,2008,18,"Estonia","EE",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
6767,2008,18,"Estonia","EE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
6768,2008,18,"Estonia","EE",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
6769,2008,18,"Estonia","EE",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
6770,2008,18,"Estonia","EE",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
6771,2008,18,"Estonia","EE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
6772,2008,18,"Estonia","EE",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
6773,2008,18,"Estonia","EE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
6774,2008,18,"Estonia","EE",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
6775,2008,18,"Estonia","EE",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
6776,2008,18,"Estonia","EE",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
6777,2008,18,"Estonia","EE",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
6778,2008,18,"Estonia","EE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
6779,2008,18,"Estonia","EE",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
6780,2008,18,"Estonia","EE",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
6781,2008,19,"Hungary","HU",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",19
6782,2008,19,"Hungary","HU",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
6783,2008,19,"Hungary","HU",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",13
6784,2008,19,"Hungary","HU",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
6785,2008,19,"Hungary","HU",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
6786,2008,19,"Hungary","HU",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
6787,2008,19,"Hungary","HU",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
6788,2008,19,"Hungary","HU",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
6789,2008,19,"Hungary","HU",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
6790,2008,19,"Hungary","HU",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
6791,2008,19,"Hungary","HU",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
6792,2008,19,"Hungary","HU",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
6793,2008,19,"Hungary","HU",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
6794,2008,19,"Hungary","HU",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
6795,2008,19,"Hungary","HU",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
6796,2008,19,"Hungary","HU",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
6797,2008,19,"Hungary","HU",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
6798,2008,19,"Hungary","HU",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
6799,2008,19,"Hungary","HU",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
6800,2008,19,"Hungary","HU",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
6801,2008,20,"Latvia","LV",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",24
6802,2008,20,"Latvia","LV",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
6803,2008,20,"Latvia","LV",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",13
6804,2008,20,"Latvia","LV",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
6805,2008,20,"Latvia","LV",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
6806,2008,20,"Latvia","LV",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
6807,2008,20,"Latvia","LV",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
6808,2008,20,"Latvia","LV",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
6809,2008,20,"Latvia","LV",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
6810,2008,20,"Latvia","LV",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
6811,2008,20,"Latvia","LV",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
6812,2008,20,"Latvia","LV",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
6813,2008,20,"Latvia","LV",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
6814,2008,20,"Latvia","LV",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
6815,2008,20,"Latvia","LV",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
6816,2008,20,"Latvia","LV",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
6817,2008,20,"Latvia","LV",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
6818,2008,20,"Latvia","LV",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
6819,2008,20,"Latvia","LV",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
6820,2008,20,"Latvia","LV",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
6821,2008,21,"Lithuania","LT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",19
6822,2008,21,"Lithuania","LT",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
6823,2008,21,"Lithuania","LT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",4
6824,2008,21,"Lithuania","LT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
6825,2008,21,"Lithuania","LT",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
6826,2008,21,"Lithuania","LT",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
6827,2008,21,"Lithuania","LT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
6828,2008,21,"Lithuania","LT",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
6829,2008,21,"Lithuania","LT",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
6830,2008,21,"Lithuania","LT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
6831,2008,21,"Lithuania","LT",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
6832,2008,21,"Lithuania","LT",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
6833,2008,21,"Lithuania","LT",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
6834,2008,21,"Lithuania","LT",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
6835,2008,21,"Lithuania","LT",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
6836,2008,21,"Lithuania","LT",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
6837,2008,21,"Lithuania","LT",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
6838,2008,21,"Lithuania","LT",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
6839,2008,21,"Lithuania","LT",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
6840,2008,21,"Lithuania","LT",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
6841,2008,22,"Malta","MT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",5
6842,2008,22,"Malta","MT",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
6843,2008,22,"Malta","MT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
6844,2008,22,"Malta","MT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
6845,2008,22,"Malta","MT",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
6846,2008,22,"Malta","MT",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
6847,2008,22,"Malta","MT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
6848,2008,22,"Malta","MT",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
6849,2008,22,"Malta","MT",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
6850,2008,22,"Malta","MT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
6851,2008,22,"Malta","MT",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
6852,2008,22,"Malta","MT",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
6853,2008,22,"Malta","MT",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
6854,2008,22,"Malta","MT",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
6855,2008,22,"Malta","MT",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
6856,2008,22,"Malta","MT",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
6857,2008,22,"Malta","MT",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
6858,2008,22,"Malta","MT",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
6859,2008,22,"Malta","MT",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
6860,2008,22,"Malta","MT",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
6861,2008,23,"Poland","PL",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",77
6862,2008,23,"Poland","PL",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
6863,2008,23,"Poland","PL",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",30
6864,2008,23,"Poland","PL",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
6865,2008,23,"Poland","PL",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
6866,2008,23,"Poland","PL",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
6867,2008,23,"Poland","PL",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
6868,2008,23,"Poland","PL",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
6869,2008,23,"Poland","PL",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
6870,2008,23,"Poland","PL",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
6871,2008,23,"Poland","PL",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
6872,2008,23,"Poland","PL",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
6873,2008,23,"Poland","PL",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
6874,2008,23,"Poland","PL",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
6875,2008,23,"Poland","PL",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
6876,2008,23,"Poland","PL",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
6877,2008,23,"Poland","PL",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
6878,2008,23,"Poland","PL",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
6879,2008,23,"Poland","PL",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
6880,2008,23,"Poland","PL",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
6881,2008,24,"Slovakia","SK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",11
6882,2008,24,"Slovakia","SK",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
6883,2008,24,"Slovakia","SK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",7
6884,2008,24,"Slovakia","SK",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
6885,2008,24,"Slovakia","SK",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
