"key_ID","year","decision_type_ID","decision_type","count_cases"
566,2016,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
567,2016,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",4
568,2016,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
569,2016,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
570,2016,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
571,2016,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",4
572,2016,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
573,2016,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
574,2016,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
575,2016,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
576,2016,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",1
577,2016,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
578,2016,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
579,2016,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
580,2016,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
581,2017,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1947
582,2017,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",7
583,2017,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",239
584,2017,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",15
585,2017,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
586,2017,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
587,2017,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
588,2017,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
589,2017,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",1
590,2017,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
591,2017,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",3
592,2017,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
593,2017,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
594,2017,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
595,2017,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
596,2017,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
597,2017,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
598,2017,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
599,2017,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
600,2017,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
601,2018,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2215
602,2018,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",5
603,2018,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",172
604,2018,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",10
605,2018,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
606,2018,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
607,2018,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",1
608,2018,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
609,2018,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
610,2018,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
611,2018,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
612,2018,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
613,2018,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
614,2018,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
615,2018,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
616,2018,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
617,2018,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
618,2018,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
619,2018,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
620,2018,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
621,2019,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",2522
622,2019,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
623,2019,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",202
624,2019,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",48
625,2019,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
626,2019,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
627,2019,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
628,2019,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
629,2019,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
630,2019,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
631,2019,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
632,2019,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
633,2019,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
634,2019,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
635,2019,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
636,2019,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
637,2019,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
638,2019,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
639,2019,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
640,2019,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
641,2020,1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1237
642,2020,2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
643,2020,3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",332
644,2020,4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
645,2020,5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
646,2020,6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
647,2020,7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
648,2020,8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
649,2020,9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
650,2020,10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
651,2020,11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
652,2020,12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
653,2020,13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
654,2020,14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
655,2020,15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
656,2020,16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
657,2020,17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
658,2020,18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
659,2020,19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
660,2020,20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
