"key_ID","year","member_state_ID","member_state","member_state_code","aid_instrument_ID","aid_instrument","count_awards","total_amount_euros"
916,2018,6,"Netherlands","NL",1,"direct grant",2536,8168829000
917,2018,6,"Netherlands","NL",2,"guarantee",2,4527000
918,2018,6,"Netherlands","NL",3,"interest rate subsidy",282,446263000
919,2018,6,"Netherlands","NL",4,"loan",0,0
920,2018,6,"Netherlands","NL",5,"provision of risk capital",0,0
921,2018,6,"Netherlands","NL",6,"provision of risk finance",1,652000
922,2018,6,"Netherlands","NL",7,"reduction of social security contributions",0,0
923,2018,6,"Netherlands","NL",8,"reimbursable grant",0,0
924,2018,6,"Netherlands","NL",9,"soft loan",0,0
925,2018,6,"Netherlands","NL",10,"subsidised services",0,0
926,2018,6,"Netherlands","NL",11,"tax advantage or tax exemption",57,55990000
927,2018,6,"Netherlands","NL",12,"tax allowance",0,0
928,2018,6,"Netherlands","NL",13,"tax base reduction",194,54320000
929,2018,6,"Netherlands","NL",14,"tax rate reduction",0,0
930,2018,6,"Netherlands","NL",15,"other",6,18765000
931,2018,7,"Denmark","DK",1,"direct grant",39,30303000
932,2018,7,"Denmark","DK",2,"guarantee",1,2183000
933,2018,7,"Denmark","DK",3,"interest rate subsidy",131,90173000
934,2018,7,"Denmark","DK",4,"loan",4,2321000
935,2018,7,"Denmark","DK",5,"provision of risk capital",0,0
936,2018,7,"Denmark","DK",6,"provision of risk finance",7,3971000
937,2018,7,"Denmark","DK",7,"reduction of social security contributions",0,0
938,2018,7,"Denmark","DK",8,"reimbursable grant",0,0
939,2018,7,"Denmark","DK",9,"soft loan",0,0
940,2018,7,"Denmark","DK",10,"subsidised services",0,0
941,2018,7,"Denmark","DK",11,"tax advantage or tax exemption",237,722622000
942,2018,7,"Denmark","DK",12,"tax allowance",0,0
943,2018,7,"Denmark","DK",13,"tax base reduction",0,0
944,2018,7,"Denmark","DK",14,"tax rate reduction",0,0
945,2018,7,"Denmark","DK",15,"other",13,12129000
946,2018,8,"Ireland","IE",1,"direct grant",6,619000
947,2018,8,"Ireland","IE",2,"guarantee",0,0
948,2018,8,"Ireland","IE",3,"interest rate subsidy",105,215059000
949,2018,8,"Ireland","IE",4,"loan",0,0
950,2018,8,"Ireland","IE",5,"provision of risk capital",0,0
951,2018,8,"Ireland","IE",6,"provision of risk finance",0,0
952,2018,8,"Ireland","IE",7,"reduction of social security contributions",0,0
953,2018,8,"Ireland","IE",8,"reimbursable grant",0,0
954,2018,8,"Ireland","IE",9,"soft loan",0,0
955,2018,8,"Ireland","IE",10,"subsidised services",0,0
956,2018,8,"Ireland","IE",11,"tax advantage or tax exemption",0,0
957,2018,8,"Ireland","IE",12,"tax allowance",0,0
958,2018,8,"Ireland","IE",13,"tax base reduction",0,0
959,2018,8,"Ireland","IE",14,"tax rate reduction",0,0
960,2018,8,"Ireland","IE",15,"other",50,728365000
961,2018,9,"United Kingdom","UK",1,"direct grant",145,614679000
962,2018,9,"United Kingdom","UK",2,"guarantee",0,0
963,2018,9,"United Kingdom","UK",3,"interest rate subsidy",398,838549000
964,2018,9,"United Kingdom","UK",4,"loan",2,1071000
965,2018,9,"United Kingdom","UK",5,"provision of risk capital",0,0
966,2018,9,"United Kingdom","UK",6,"provision of risk finance",0,0
967,2018,9,"United Kingdom","UK",7,"reduction of social security contributions",0,0
968,2018,9,"United Kingdom","UK",8,"reimbursable grant",0,0
969,2018,9,"United Kingdom","UK",9,"soft loan",0,0
970,2018,9,"United Kingdom","UK",10,"subsidised services",35,13803000
971,2018,9,"United Kingdom","UK",11,"tax advantage or tax exemption",430,684750000
972,2018,9,"United Kingdom","UK",12,"tax allowance",366,636250000
973,2018,9,"United Kingdom","UK",13,"tax base reduction",0,0
974,2018,9,"United Kingdom","UK",14,"tax rate reduction",23,41500000
975,2018,9,"United Kingdom","UK",15,"other",522,1613157000
976,2018,10,"Greece","EL",1,"direct grant",42,338587000
977,2018,10,"Greece","EL",2,"guarantee",0,0
978,2018,10,"Greece","EL",3,"interest rate subsidy",145,293101000
979,2018,10,"Greece","EL",4,"loan",0,0
980,2018,10,"Greece","EL",5,"provision of risk capital",0,0
981,2018,10,"Greece","EL",6,"provision of risk finance",7,4858000
982,2018,10,"Greece","EL",7,"reduction of social security contributions",0,0
983,2018,10,"Greece","EL",8,"reimbursable grant",0,0
984,2018,10,"Greece","EL",9,"soft loan",0,0
985,2018,10,"Greece","EL",10,"subsidised services",39,204734000
986,2018,10,"Greece","EL",11,"tax advantage or tax exemption",187,315081000
987,2018,10,"Greece","EL",12,"tax allowance",0,0
988,2018,10,"Greece","EL",13,"tax base reduction",0,0
989,2018,10,"Greece","EL",14,"tax rate reduction",0,0
990,2018,10,"Greece","EL",15,"other",36,36505000
991,2018,11,"Portugal","PT",1,"direct grant",0,0
992,2018,11,"Portugal","PT",2,"guarantee",0,0
993,2018,11,"Portugal","PT",3,"interest rate subsidy",422,140273000
994,2018,11,"Portugal","PT",4,"loan",677,462902000
995,2018,11,"Portugal","PT",5,"provision of risk capital",0,0
996,2018,11,"Portugal","PT",6,"provision of risk finance",10,9441000
997,2018,11,"Portugal","PT",7,"reduction of social security contributions",0,0
998,2018,11,"Portugal","PT",8,"reimbursable grant",0,0
999,2018,11,"Portugal","PT",9,"soft loan",0,0
1000,2018,11,"Portugal","PT",10,"subsidised services",0,0
1001,2018,11,"Portugal","PT",11,"tax advantage or tax exemption",60,91500000
1002,2018,11,"Portugal","PT",12,"tax allowance",0,0
1003,2018,11,"Portugal","PT",13,"tax base reduction",0,0
1004,2018,11,"Portugal","PT",14,"tax rate reduction",3,5750000
1005,2018,11,"Portugal","PT",15,"other",0,0
1006,2018,12,"Spain","ES",1,"direct grant",0,0
1007,2018,12,"Spain","ES",2,"guarantee",0,0
1008,2018,12,"Spain","ES",3,"interest rate subsidy",0,0
1009,2018,12,"Spain","ES",4,"loan",0,0
1010,2018,12,"Spain","ES",5,"provision of risk capital",0,0
1011,2018,12,"Spain","ES",6,"provision of risk finance",0,0
1012,2018,12,"Spain","ES",7,"reduction of social security contributions",0,0
1013,2018,12,"Spain","ES",8,"reimbursable grant",0,0
1014,2018,12,"Spain","ES",9,"soft loan",0,0
1015,2018,12,"Spain","ES",10,"subsidised services",0,0
1016,2018,12,"Spain","ES",11,"tax advantage or tax exemption",0,0
1017,2018,12,"Spain","ES",12,"tax allowance",0,0
1018,2018,12,"Spain","ES",13,"tax base reduction",0,0
1019,2018,12,"Spain","ES",14,"tax rate reduction",0,0
1020,2018,12,"Spain","ES",15,"other",0,0
1021,2018,13,"Austria","AT",1,"direct grant",85,172690000
1022,2018,13,"Austria","AT",2,"guarantee",23,5123000
1023,2018,13,"Austria","AT",3,"interest rate subsidy",342,299365000
1024,2018,13,"Austria","AT",4,"loan",49,12747000
1025,2018,13,"Austria","AT",5,"provision of risk capital",4,2812000
1026,2018,13,"Austria","AT",6,"provision of risk finance",1,500000
1027,2018,13,"Austria","AT",7,"reduction of social security contributions",0,0
1028,2018,13,"Austria","AT",8,"reimbursable grant",0,0
1029,2018,13,"Austria","AT",9,"soft loan",4,523000
1030,2018,13,"Austria","AT",10,"subsidised services",0,0
1031,2018,13,"Austria","AT",11,"tax advantage or tax exemption",0,0
1032,2018,13,"Austria","AT",12,"tax allowance",0,0
1033,2018,13,"Austria","AT",13,"tax base reduction",0,0
1034,2018,13,"Austria","AT",14,"tax rate reduction",0,0
1035,2018,13,"Austria","AT",15,"other",0,0
1036,2018,14,"Finland","FI",1,"direct grant",27,51654000
1037,2018,14,"Finland","FI",2,"guarantee",0,0
1038,2018,14,"Finland","FI",3,"interest rate subsidy",164,203666000
1039,2018,14,"Finland","FI",4,"loan",3,2250000
1040,2018,14,"Finland","FI",5,"provision of risk capital",0,0
1041,2018,14,"Finland","FI",6,"provision of risk finance",28,14250000
1042,2018,14,"Finland","FI",7,"reduction of social security contributions",0,0
1043,2018,14,"Finland","FI",8,"reimbursable grant",0,0
1044,2018,14,"Finland","FI",9,"soft loan",0,0
1045,2018,14,"Finland","FI",10,"subsidised services",0,0
1046,2018,14,"Finland","FI",11,"tax advantage or tax exemption",158,828500000
1047,2018,14,"Finland","FI",12,"tax allowance",0,0
1048,2018,14,"Finland","FI",13,"tax base reduction",0,0
1049,2018,14,"Finland","FI",14,"tax rate reduction",0,0
1050,2018,14,"Finland","FI",15,"other",0,0
1051,2018,15,"Sweden","SE",1,"direct grant",0,0
1052,2018,15,"Sweden","SE",2,"guarantee",0,0
1053,2018,15,"Sweden","SE",3,"interest rate subsidy",812,830888000
1054,2018,15,"Sweden","SE",4,"loan",0,0
1055,2018,15,"Sweden","SE",5,"provision of risk capital",0,0
1056,2018,15,"Sweden","SE",6,"provision of risk finance",0,0
1057,2018,15,"Sweden","SE",7,"reduction of social security contributions",0,0
1058,2018,15,"Sweden","SE",8,"reimbursable grant",0,0
1059,2018,15,"Sweden","SE",9,"soft loan",0,0
1060,2018,15,"Sweden","SE",10,"subsidised services",7,6677000
1061,2018,15,"Sweden","SE",11,"tax advantage or tax exemption",35,114845000
1062,2018,15,"Sweden","SE",12,"tax allowance",33,223500000
1063,2018,15,"Sweden","SE",13,"tax base reduction",0,0
1064,2018,15,"Sweden","SE",14,"tax rate reduction",35,160000000
1065,2018,15,"Sweden","SE",15,"other",306,1221000000
1066,2018,16,"Cyprus","CY",1,"direct grant",0,0
1067,2018,16,"Cyprus","CY",2,"guarantee",0,0
1068,2018,16,"Cyprus","CY",3,"interest rate subsidy",1,0
1069,2018,16,"Cyprus","CY",4,"loan",0,0
1070,2018,16,"Cyprus","CY",5,"provision of risk capital",0,0
1071,2018,16,"Cyprus","CY",6,"provision of risk finance",0,0
1072,2018,16,"Cyprus","CY",7,"reduction of social security contributions",0,0
1073,2018,16,"Cyprus","CY",8,"reimbursable grant",0,0
1074,2018,16,"Cyprus","CY",9,"soft loan",0,0
1075,2018,16,"Cyprus","CY",10,"subsidised services",0,0
1076,2018,16,"Cyprus","CY",11,"tax advantage or tax exemption",0,0
1077,2018,16,"Cyprus","CY",12,"tax allowance",0,0
1078,2018,16,"Cyprus","CY",13,"tax base reduction",0,0
1079,2018,16,"Cyprus","CY",14,"tax rate reduction",0,0
1080,2018,16,"Cyprus","CY",15,"other",0,0
1081,2018,17,"Czech Republic","CZ",1,"direct grant",505,88307000
1082,2018,17,"Czech Republic","CZ",2,"guarantee",0,0
1083,2018,17,"Czech Republic","CZ",3,"interest rate subsidy",511,730359000
1084,2018,17,"Czech Republic","CZ",4,"loan",0,0
1085,2018,17,"Czech Republic","CZ",5,"provision of risk capital",0,0
1086,2018,17,"Czech Republic","CZ",6,"provision of risk finance",0,0
1087,2018,17,"Czech Republic","CZ",7,"reduction of social security contributions",0,0
1088,2018,17,"Czech Republic","CZ",8,"reimbursable grant",0,0
1089,2018,17,"Czech Republic","CZ",9,"soft loan",0,0
1090,2018,17,"Czech Republic","CZ",10,"subsidised services",136,19635000
1091,2018,17,"Czech Republic","CZ",11,"tax advantage or tax exemption",72,378519000
1092,2018,17,"Czech Republic","CZ",12,"tax allowance",0,0
1093,2018,17,"Czech Republic","CZ",13,"tax base reduction",0,0
1094,2018,17,"Czech Republic","CZ",14,"tax rate reduction",0,0
1095,2018,17,"Czech Republic","CZ",15,"other",31,12033000
1096,2018,18,"Estonia","EE",1,"direct grant",37,134031000
1097,2018,18,"Estonia","EE",2,"guarantee",0,0
1098,2018,18,"Estonia","EE",3,"interest rate subsidy",66,166402000
1099,2018,18,"Estonia","EE",4,"loan",0,0
1100,2018,18,"Estonia","EE",5,"provision of risk capital",0,0
1101,2018,18,"Estonia","EE",6,"provision of risk finance",0,0
1102,2018,18,"Estonia","EE",7,"reduction of social security contributions",0,0
1103,2018,18,"Estonia","EE",8,"reimbursable grant",0,0
1104,2018,18,"Estonia","EE",9,"soft loan",0,0
1105,2018,18,"Estonia","EE",10,"subsidised services",18,2319000
1106,2018,18,"Estonia","EE",11,"tax advantage or tax exemption",5,3267000
1107,2018,18,"Estonia","EE",12,"tax allowance",0,0
1108,2018,18,"Estonia","EE",13,"tax base reduction",0,0
1109,2018,18,"Estonia","EE",14,"tax rate reduction",0,0
1110,2018,18,"Estonia","EE",15,"other",0,0
1111,2018,19,"Hungary","HU",1,"direct grant",579,235328000
1112,2018,19,"Hungary","HU",2,"guarantee",23,1997000
1113,2018,19,"Hungary","HU",3,"interest rate subsidy",1589,1473807000
1114,2018,19,"Hungary","HU",4,"loan",5,3420000
1115,2018,19,"Hungary","HU",5,"provision of risk capital",0,0
1116,2018,19,"Hungary","HU",6,"provision of risk finance",20,21635000
1117,2018,19,"Hungary","HU",7,"reduction of social security contributions",0,0
1118,2018,19,"Hungary","HU",8,"reimbursable grant",0,0
1119,2018,19,"Hungary","HU",9,"soft loan",0,0
1120,2018,19,"Hungary","HU",10,"subsidised services",3,222000
1121,2018,19,"Hungary","HU",11,"tax advantage or tax exemption",16,7270000
1122,2018,19,"Hungary","HU",12,"tax allowance",18,19750000
1123,2018,19,"Hungary","HU",13,"tax base reduction",0,0
1124,2018,19,"Hungary","HU",14,"tax rate reduction",0,0
1125,2018,19,"Hungary","HU",15,"other",0,0
1126,2018,20,"Latvia","LV",1,"direct grant",146,142573000
1127,2018,20,"Latvia","LV",2,"guarantee",0,0
1128,2018,20,"Latvia","LV",3,"interest rate subsidy",57,92738000
1129,2018,20,"Latvia","LV",4,"loan",5,5312000
1130,2018,20,"Latvia","LV",5,"provision of risk capital",0,0
1131,2018,20,"Latvia","LV",6,"provision of risk finance",1,2025000
1132,2018,20,"Latvia","LV",7,"reduction of social security contributions",0,0
1133,2018,20,"Latvia","LV",8,"reimbursable grant",0,0
1134,2018,20,"Latvia","LV",9,"soft loan",0,0
1135,2018,20,"Latvia","LV",10,"subsidised services",0,0
1136,2018,20,"Latvia","LV",11,"tax advantage or tax exemption",22,93011000
1137,2018,20,"Latvia","LV",12,"tax allowance",0,0
1138,2018,20,"Latvia","LV",13,"tax base reduction",0,0
1139,2018,20,"Latvia","LV",14,"tax rate reduction",0,0
1140,2018,20,"Latvia","LV",15,"other",0,0
1141,2018,21,"Lithuania","LT",1,"direct grant",7,50223000
1142,2018,21,"Lithuania","LT",2,"guarantee",0,0
1143,2018,21,"Lithuania","LT",3,"interest rate subsidy",147,241394000
1144,2018,21,"Lithuania","LT",4,"loan",0,0
1145,2018,21,"Lithuania","LT",5,"provision of risk capital",0,0
1146,2018,21,"Lithuania","LT",6,"provision of risk finance",2,517000
1147,2018,21,"Lithuania","LT",7,"reduction of social security contributions",0,0
1148,2018,21,"Lithuania","LT",8,"reimbursable grant",0,0
1149,2018,21,"Lithuania","LT",9,"soft loan",0,0
1150,2018,21,"Lithuania","LT",10,"subsidised services",0,0
1151,2018,21,"Lithuania","LT",11,"tax advantage or tax exemption",0,0
1152,2018,21,"Lithuania","LT",12,"tax allowance",2,650000
1153,2018,21,"Lithuania","LT",13,"tax base reduction",0,0
1154,2018,21,"Lithuania","LT",14,"tax rate reduction",0,0
1155,2018,21,"Lithuania","LT",15,"other",46,152775000
1156,2018,22,"Malta","MT",1,"direct grant",8,8068000
1157,2018,22,"Malta","MT",2,"guarantee",0,0
1158,2018,22,"Malta","MT",3,"interest rate subsidy",0,0
1159,2018,22,"Malta","MT",4,"loan",0,0
1160,2018,22,"Malta","MT",5,"provision of risk capital",0,0
1161,2018,22,"Malta","MT",6,"provision of risk finance",0,0
1162,2018,22,"Malta","MT",7,"reduction of social security contributions",0,0
1163,2018,22,"Malta","MT",8,"reimbursable grant",0,0
1164,2018,22,"Malta","MT",9,"soft loan",0,0
1165,2018,22,"Malta","MT",10,"subsidised services",0,0
1166,2018,22,"Malta","MT",11,"tax advantage or tax exemption",0,0
1167,2018,22,"Malta","MT",12,"tax allowance",0,0
1168,2018,22,"Malta","MT",13,"tax base reduction",0,0
1169,2018,22,"Malta","MT",14,"tax rate reduction",0,0
1170,2018,22,"Malta","MT",15,"other",15,16860000
1171,2018,23,"Poland","PL",1,"direct grant",0,0
1172,2018,23,"Poland","PL",2,"guarantee",0,0
1173,2018,23,"Poland","PL",3,"interest rate subsidy",0,0
1174,2018,23,"Poland","PL",4,"loan",0,0
1175,2018,23,"Poland","PL",5,"provision of risk capital",0,0
1176,2018,23,"Poland","PL",6,"provision of risk finance",0,0
1177,2018,23,"Poland","PL",7,"reduction of social security contributions",0,0
1178,2018,23,"Poland","PL",8,"reimbursable grant",0,0
1179,2018,23,"Poland","PL",9,"soft loan",0,0
1180,2018,23,"Poland","PL",10,"subsidised services",0,0
1181,2018,23,"Poland","PL",11,"tax advantage or tax exemption",0,0
1182,2018,23,"Poland","PL",12,"tax allowance",0,0
1183,2018,23,"Poland","PL",13,"tax base reduction",0,0
1184,2018,23,"Poland","PL",14,"tax rate reduction",0,0
1185,2018,23,"Poland","PL",15,"other",0,0
1186,2018,24,"Slovakia","SK",1,"direct grant",1,129813000
1187,2018,24,"Slovakia","SK",2,"guarantee",0,0
1188,2018,24,"Slovakia","SK",3,"interest rate subsidy",28,87475000
1189,2018,24,"Slovakia","SK",4,"loan",0,0
1190,2018,24,"Slovakia","SK",5,"provision of risk capital",0,0
1191,2018,24,"Slovakia","SK",6,"provision of risk finance",0,0
1192,2018,24,"Slovakia","SK",7,"reduction of social security contributions",0,0
1193,2018,24,"Slovakia","SK",8,"reimbursable grant",0,0
1194,2018,24,"Slovakia","SK",9,"soft loan",0,0
1195,2018,24,"Slovakia","SK",10,"subsidised services",1,1162000
1196,2018,24,"Slovakia","SK",11,"tax advantage or tax exemption",7,16014000
1197,2018,24,"Slovakia","SK",12,"tax allowance",0,0
1198,2018,24,"Slovakia","SK",13,"tax base reduction",0,0
1199,2018,24,"Slovakia","SK",14,"tax rate reduction",0,0
1200,2018,24,"Slovakia","SK",15,"other",56,78563000
1201,2018,25,"Slovenia","SI",1,"direct grant",1,764000
1202,2018,25,"Slovenia","SI",2,"guarantee",0,0
1203,2018,25,"Slovenia","SI",3,"interest rate subsidy",7,15281000
1204,2018,25,"Slovenia","SI",4,"loan",3,9279000
1205,2018,25,"Slovenia","SI",5,"provision of risk capital",0,0
1206,2018,25,"Slovenia","SI",6,"provision of risk finance",0,0
1207,2018,25,"Slovenia","SI",7,"reduction of social security contributions",0,0
1208,2018,25,"Slovenia","SI",8,"reimbursable grant",0,0
1209,2018,25,"Slovenia","SI",9,"soft loan",0,0
1210,2018,25,"Slovenia","SI",10,"subsidised services",0,0
1211,2018,25,"Slovenia","SI",11,"tax advantage or tax exemption",1,750000
1212,2018,25,"Slovenia","SI",12,"tax allowance",0,0
1213,2018,25,"Slovenia","SI",13,"tax base reduction",0,0
1214,2018,25,"Slovenia","SI",14,"tax rate reduction",1,3500000
1215,2018,25,"Slovenia","SI",15,"other",0,0
1216,2018,26,"Bulgaria","BG",1,"direct grant",0,0
1217,2018,26,"Bulgaria","BG",2,"guarantee",0,0
1218,2018,26,"Bulgaria","BG",3,"interest rate subsidy",74,36814000
1219,2018,26,"Bulgaria","BG",4,"loan",0,0
1220,2018,26,"Bulgaria","BG",5,"provision of risk capital",0,0
1221,2018,26,"Bulgaria","BG",6,"provision of risk finance",0,0
1222,2018,26,"Bulgaria","BG",7,"reduction of social security contributions",0,0
1223,2018,26,"Bulgaria","BG",8,"reimbursable grant",0,0
1224,2018,26,"Bulgaria","BG",9,"soft loan",1,4134000
1225,2018,26,"Bulgaria","BG",10,"subsidised services",0,0
1226,2018,26,"Bulgaria","BG",11,"tax advantage or tax exemption",0,0
1227,2018,26,"Bulgaria","BG",12,"tax allowance",7,13297000
1228,2018,26,"Bulgaria","BG",13,"tax base reduction",0,0
1229,2018,26,"Bulgaria","BG",14,"tax rate reduction",0,0
1230,2018,26,"Bulgaria","BG",15,"other",0,0
1231,2018,27,"Romania","RO",1,"direct grant",0,0
1232,2018,27,"Romania","RO",2,"guarantee",0,0
1233,2018,27,"Romania","RO",3,"interest rate subsidy",0,0
1234,2018,27,"Romania","RO",4,"loan",0,0
1235,2018,27,"Romania","RO",5,"provision of risk capital",0,0
1236,2018,27,"Romania","RO",6,"provision of risk finance",0,0
1237,2018,27,"Romania","RO",7,"reduction of social security contributions",0,0
1238,2018,27,"Romania","RO",8,"reimbursable grant",0,0
1239,2018,27,"Romania","RO",9,"soft loan",0,0
1240,2018,27,"Romania","RO",10,"subsidised services",0,0
1241,2018,27,"Romania","RO",11,"tax advantage or tax exemption",0,0
1242,2018,27,"Romania","RO",12,"tax allowance",0,0
1243,2018,27,"Romania","RO",13,"tax base reduction",0,0
1244,2018,27,"Romania","RO",14,"tax rate reduction",0,0
1245,2018,27,"Romania","RO",15,"other",0,0
1246,2018,28,"Croatia","HR",1,"direct grant",1,677000
1247,2018,28,"Croatia","HR",2,"guarantee",4,2350000
1248,2018,28,"Croatia","HR",3,"interest rate subsidy",50,69138000
1249,2018,28,"Croatia","HR",4,"loan",1,605000
1250,2018,28,"Croatia","HR",5,"provision of risk capital",0,0
1251,2018,28,"Croatia","HR",6,"provision of risk finance",0,0
1252,2018,28,"Croatia","HR",7,"reduction of social security contributions",0,0
1253,2018,28,"Croatia","HR",8,"reimbursable grant",0,0
1254,2018,28,"Croatia","HR",9,"soft loan",0,0
1255,2018,28,"Croatia","HR",10,"subsidised services",0,0
1256,2018,28,"Croatia","HR",11,"tax advantage or tax exemption",0,0
1257,2018,28,"Croatia","HR",12,"tax allowance",0,0
1258,2018,28,"Croatia","HR",13,"tax base reduction",0,0
1259,2018,28,"Croatia","HR",14,"tax rate reduction",0,0
1260,2018,28,"Croatia","HR",15,"other",0,0
1261,2019,1,"Belgium","BE",1,"direct grant",38,223530000
1262,2019,1,"Belgium","BE",2,"guarantee",0,0
1263,2019,1,"Belgium","BE",3,"interest rate subsidy",375,452358000
1264,2019,1,"Belgium","BE",4,"loan",72,66347000
1265,2019,1,"Belgium","BE",5,"provision of risk capital",0,0
1266,2019,1,"Belgium","BE",6,"provision of risk finance",0,0
1267,2019,1,"Belgium","BE",7,"reduction of social security contributions",0,0
1268,2019,1,"Belgium","BE",8,"reimbursable grant",0,0
1269,2019,1,"Belgium","BE",9,"soft loan",0,0
1270,2019,1,"Belgium","BE",10,"subsidised services",0,0
1271,2019,1,"Belgium","BE",11,"tax advantage or tax exemption",14,4266000
1272,2019,1,"Belgium","BE",12,"tax allowance",0,0
1273,2019,1,"Belgium","BE",13,"tax base reduction",0,0
1274,2019,1,"Belgium","BE",14,"tax rate reduction",0,0
1275,2019,1,"Belgium","BE",15,"other",1,850000
1276,2019,2,"France","FR",1,"direct grant",120,224422000
1277,2019,2,"France","FR",2,"guarantee",0,0
1278,2019,2,"France","FR",3,"interest rate subsidy",952,2113879000
1279,2019,2,"France","FR",4,"loan",258,437499000
1280,2019,2,"France","FR",5,"provision of risk capital",0,0
1281,2019,2,"France","FR",6,"provision of risk finance",0,0
1282,2019,2,"France","FR",7,"reduction of social security contributions",0,0
1283,2019,2,"France","FR",8,"reimbursable grant",0,0
1284,2019,2,"France","FR",9,"soft loan",0,0
1285,2019,2,"France","FR",10,"subsidised services",4,4455000
1286,2019,2,"France","FR",11,"tax advantage or tax exemption",0,0
1287,2019,2,"France","FR",12,"tax allowance",0,0
1288,2019,2,"France","FR",13,"tax base reduction",0,0
1289,2019,2,"France","FR",14,"tax rate reduction",0,0
1290,2019,2,"France","FR",15,"other",244,1720214000
1291,2019,3,"Germany","DE",1,"direct grant",1210,608461000
1292,2019,3,"Germany","DE",2,"guarantee",0,0
1293,2019,3,"Germany","DE",3,"interest rate subsidy",1204,1625504000
1294,2019,3,"Germany","DE",4,"loan",23,14510000
1295,2019,3,"Germany","DE",5,"provision of risk capital",0,0
1296,2019,3,"Germany","DE",6,"provision of risk finance",6,5040000
1297,2019,3,"Germany","DE",7,"reduction of social security contributions",13,22835000
1298,2019,3,"Germany","DE",8,"reimbursable grant",0,0
1299,2019,3,"Germany","DE",9,"soft loan",6,850000
1300,2019,3,"Germany","DE",10,"subsidised services",1,509000
1301,2019,3,"Germany","DE",11,"tax advantage or tax exemption",0,0
1302,2019,3,"Germany","DE",12,"tax allowance",0,0
1303,2019,3,"Germany","DE",13,"tax base reduction",0,0
1304,2019,3,"Germany","DE",14,"tax rate reduction",1,750000
1305,2019,3,"Germany","DE",15,"other",14,40035000
1306,2019,4,"Italy","IT",1,"direct grant",197,1683567000
1307,2019,4,"Italy","IT",2,"guarantee",82,5114000
1308,2019,4,"Italy","IT",3,"interest rate subsidy",3663,1404778000
1309,2019,4,"Italy","IT",4,"loan",554,160373000
1310,2019,4,"Italy","IT",5,"provision of risk capital",0,0
1311,2019,4,"Italy","IT",6,"provision of risk finance",0,0
1312,2019,4,"Italy","IT",7,"reduction of social security contributions",0,0
1313,2019,4,"Italy","IT",8,"reimbursable grant",0,0
1314,2019,4,"Italy","IT",9,"soft loan",3,2437000
1315,2019,4,"Italy","IT",10,"subsidised services",0,0
1316,2019,4,"Italy","IT",11,"tax advantage or tax exemption",39,13658000
1317,2019,4,"Italy","IT",12,"tax allowance",0,0
1318,2019,4,"Italy","IT",13,"tax base reduction",0,0
1319,2019,4,"Italy","IT",14,"tax rate reduction",0,0
1320,2019,4,"Italy","IT",15,"other",115,24347000
1321,2019,5,"Luxembourg","LU",1,"direct grant",1,1465000
1322,2019,5,"Luxembourg","LU",2,"guarantee",0,0
1323,2019,5,"Luxembourg","LU",3,"interest rate subsidy",42,69371000
1324,2019,5,"Luxembourg","LU",4,"loan",0,0
1325,2019,5,"Luxembourg","LU",5,"provision of risk capital",0,0
1326,2019,5,"Luxembourg","LU",6,"provision of risk finance",0,0
1327,2019,5,"Luxembourg","LU",7,"reduction of social security contributions",0,0
1328,2019,5,"Luxembourg","LU",8,"reimbursable grant",0,0
1329,2019,5,"Luxembourg","LU",9,"soft loan",0,0
1330,2019,5,"Luxembourg","LU",10,"subsidised services",0,0
1331,2019,5,"Luxembourg","LU",11,"tax advantage or tax exemption",0,0
1332,2019,5,"Luxembourg","LU",12,"tax allowance",0,0
1333,2019,5,"Luxembourg","LU",13,"tax base reduction",0,0
1334,2019,5,"Luxembourg","LU",14,"tax rate reduction",0,0
1335,2019,5,"Luxembourg","LU",15,"other",0,0
1336,2019,6,"Netherlands","NL",1,"direct grant",2008,7270545000
1337,2019,6,"Netherlands","NL",2,"guarantee",0,0
1338,2019,6,"Netherlands","NL",3,"interest rate subsidy",216,330134000
1339,2019,6,"Netherlands","NL",4,"loan",5,82557000
1340,2019,6,"Netherlands","NL",5,"provision of risk capital",0,0
1341,2019,6,"Netherlands","NL",6,"provision of risk finance",0,0
1342,2019,6,"Netherlands","NL",7,"reduction of social security contributions",0,0
1343,2019,6,"Netherlands","NL",8,"reimbursable grant",0,0
1344,2019,6,"Netherlands","NL",9,"soft loan",0,0
1345,2019,6,"Netherlands","NL",10,"subsidised services",3,965000
1346,2019,6,"Netherlands","NL",11,"tax advantage or tax exemption",65,57200000
1347,2019,6,"Netherlands","NL",12,"tax allowance",0,0
1348,2019,6,"Netherlands","NL",13,"tax base reduction",104,29120000
1349,2019,6,"Netherlands","NL",14,"tax rate reduction",0,0
1350,2019,6,"Netherlands","NL",15,"other",7,11770000
1351,2019,7,"Denmark","DK",1,"direct grant",42,37524000
1352,2019,7,"Denmark","DK",2,"guarantee",1,1936000
1353,2019,7,"Denmark","DK",3,"interest rate subsidy",79,87928000
1354,2019,7,"Denmark","DK",4,"loan",2,6744000
1355,2019,7,"Denmark","DK",5,"provision of risk capital",0,0
1356,2019,7,"Denmark","DK",6,"provision of risk finance",0,0
1357,2019,7,"Denmark","DK",7,"reduction of social security contributions",0,0
1358,2019,7,"Denmark","DK",8,"reimbursable grant",0,0
1359,2019,7,"Denmark","DK",9,"soft loan",0,0
1360,2019,7,"Denmark","DK",10,"subsidised services",0,0
