"key_ID","year","case_type_ID","case_type","decision_type_ID","decision_type","count_cases"
954,2003,3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",1
955,2003,3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
956,2003,3,"Ad hoc",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
957,2003,3,"Ad hoc",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
958,2003,3,"Ad hoc",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",5
959,2003,3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
960,2003,3,"Ad hoc",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
961,2004,1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",329
962,2004,1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",15
963,2004,1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",460
964,2004,1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",31
965,2004,1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",2
966,2004,1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
967,2004,1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",9
968,2004,1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
969,2004,1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",2
970,2004,1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
971,2004,1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",13
972,2004,1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
973,2004,1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",5
974,2004,1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
975,2004,1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",9
976,2004,1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
977,2004,1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",1
978,2004,1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
979,2004,1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",6
980,2004,1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",1
981,2004,2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
982,2004,2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",8
983,2004,2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",14
984,2004,2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",8
985,2004,2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
986,2004,2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
987,2004,2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
988,2004,2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
989,2004,2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",2
990,2004,2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
991,2004,2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
992,2004,2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
993,2004,2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
994,2004,2,"Individual application",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",1
995,2004,2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
996,2004,2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
997,2004,2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
998,2004,2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
999,2004,2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
1000,2004,2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1001,2004,3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
1002,2004,3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",5
1003,2004,3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",37
1004,2004,3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",27
1005,2004,3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",3
1006,2004,3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",3
1007,2004,3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",11
1008,2004,3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",4
1009,2004,3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",3
1010,2004,3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
1011,2004,3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",7
1012,2004,3,"Ad hoc",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",1
1013,2004,3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",3
1014,2004,3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
1015,2004,3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
1016,2004,3,"Ad hoc",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1017,2004,3,"Ad hoc",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
1018,2004,3,"Ad hoc",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
1019,2004,3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",2
1020,2004,3,"Ad hoc",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",1
1021,2005,1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",403
1022,2005,1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",18
1023,2005,1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",465
1024,2005,1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",33
1025,2005,1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
1026,2005,1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
1027,2005,1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",11
1028,2005,1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",2
1029,2005,1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",2
1030,2005,1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",2
1031,2005,1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",10
1032,2005,1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
1033,2005,1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",4
1034,2005,1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
1035,2005,1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",2
1036,2005,1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1037,2005,1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
1038,2005,1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",6
1039,2005,1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",2
1040,2005,1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1041,2005,2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
1042,2005,2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",5
1043,2005,2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",29
1044,2005,2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",9
1045,2005,2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
1046,2005,2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
1047,2005,2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
1048,2005,2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
1049,2005,2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",2
1050,2005,2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
1051,2005,2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
1052,2005,2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
1053,2005,2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
1054,2005,2,"Individual application",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",1
1055,2005,2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
1056,2005,2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1057,2005,2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
1058,2005,2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
1059,2005,2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
1060,2005,2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1061,2005,3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",3
1062,2005,3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
1063,2005,3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",37
1064,2005,3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",22
1065,2005,3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
1066,2005,3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",5
1067,2005,3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",12
1068,2005,3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",1
1069,2005,3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",3
1070,2005,3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
1071,2005,3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",4
1072,2005,3,"Ad hoc",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
1073,2005,3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
1074,2005,3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
1075,2005,3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
1076,2005,3,"Ad hoc",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1077,2005,3,"Ad hoc",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
1078,2005,3,"Ad hoc",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",3
1079,2005,3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
1080,2005,3,"Ad hoc",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1081,2006,1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",334
1082,2006,1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",21
1083,2006,1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",518
1084,2006,1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",18
1085,2006,1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
1086,2006,1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",3
1087,2006,1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",7
1088,2006,1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
1089,2006,1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",2
1090,2006,1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
1091,2006,1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",3
1092,2006,1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
1093,2006,1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",2
1094,2006,1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
1095,2006,1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",2
1096,2006,1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1097,2006,1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
1098,2006,1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
1099,2006,1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
1100,2006,1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1101,2006,2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",12
1102,2006,2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",5
1103,2006,2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",76
1104,2006,2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",8
1105,2006,2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
1106,2006,2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",2
1107,2006,2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",4
1108,2006,2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
1109,2006,2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",1
1110,2006,2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
1111,2006,2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
1112,2006,2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
1113,2006,2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",1
1114,2006,2,"Individual application",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
1115,2006,2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
1116,2006,2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1117,2006,2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
1118,2006,2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
1119,2006,2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
1120,2006,2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1121,2006,3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",66
1122,2006,3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",9
1123,2006,3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",83
1124,2006,3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",32
1125,2006,3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
1126,2006,3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",3
1127,2006,3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",10
1128,2006,3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",4
1129,2006,3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",5
1130,2006,3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
1131,2006,3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",8
1132,2006,3,"Ad hoc",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
1133,2006,3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",2
1134,2006,3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
1135,2006,3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
1136,2006,3,"Ad hoc",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1137,2006,3,"Ad hoc",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",2
1138,2006,3,"Ad hoc",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
1139,2006,3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
1140,2006,3,"Ad hoc",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1141,2007,1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1083
1142,2007,1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",10
1143,2007,1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",485
1144,2007,1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",17
1145,2007,1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",2
1146,2007,1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
1147,2007,1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",4
1148,2007,1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",2
1149,2007,1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
1150,2007,1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",3
1151,2007,1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
1152,2007,1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
1153,2007,1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",4
1154,2007,1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
1155,2007,1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
1156,2007,1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1157,2007,1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
1158,2007,1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
1159,2007,1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
1160,2007,1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1161,2007,2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",5
1162,2007,2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",10
1163,2007,2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",35
1164,2007,2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",13
1165,2007,2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
1166,2007,2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",1
1167,2007,2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",7
1168,2007,2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
1169,2007,2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
1170,2007,2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
1171,2007,2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
1172,2007,2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
1173,2007,2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",3
1174,2007,2,"Individual application",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
1175,2007,2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
1176,2007,2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
1177,2007,2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
1178,2007,2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
1179,2007,2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
1180,2007,2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
1181,2007,3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",36
1182,2007,3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",7
1183,2007,3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",36
1184,2007,3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",21
1185,2007,3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",1
1186,2007,3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",5
1187,2007,3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",3
1188,2007,3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",5
1189,2007,3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
1190,2007,3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
